GEO,FID,HLTHCNTYPE,HLTHCNNUM,BHCMIS,BPHCNUM,NAME,ADDRESS,CITY,STATE,ZIP,PHONE,WEBSITE,OPHOURS,SETTINGID,SETTNGDESC,STATUSID,STATUSDESC,MEDICRENUM,NPINUM,LOCIDNUM,LOCTYPE,TYPEIDNUM,TYPEDESC,OPIDNUM,OPDESC,OPSCHEDNUM,OPSCHDDESC,OPCLNDRKEY,OPCLNDR,SITEADDED,ADMNAME,ADMSTREET,ADMCITY,ADMSTATE,ADMZIP,ORGTYPE,XCOORD,YCOORD,MX100K,MXBRDRCNTY,FIPS,COUNTYNAME,COUNTYEQIV,COUNTYDESC,HHSRGNCODE,HHSRGNNAME,STATEFIPS,STATENAME,FIPSCNGDST,CNGDISTNUM,CNGDSTNAME,CNGDSTCODE,USREPNAME,SENATOR1,SENATOR2,CREATEDATE,BHCMISID,GRANTNUM,PATIENTS,MALE,FEMALE,UNDER6,OVER64,INDIAN,CHINESE,FILIPINO,JAPANESE,KOREAN,VIETNAMESE,OTHERASIAN,ASIANHISP,ASIANNOHIS,TOTALASIAN,HAWAIIAN,PACISLAND,GUAMANIAN,SAMOAN,HAWPIHISP,HAWPINOHIS,TOTALHAWPI,BLACKHISP,BLACKNOHIS,TOTALBLACK,AIAKHISP,AIAKNOHISP,TOTALAIAK,WHITEHISP,WHITENOHIS,TOTALWHITE,MLTRCEHISP,MLTRCENOHI,TOTALMLTRC,NORCEHISP,NORCENOHIS,NORCENOETH,TOTALNORAC,TOTALHISP,TOTALNOHIS,TOTALNOETH,NONENGLISH,FPL100BLOW,FPL101_150,FPL151_200,FPLOVER200,FPLUNKNOWN,UNINSURED,MEDICAID,MEDICARE,PUBLICINS,PRIVATEINS,MIGSEASAG,HOMELESS,SCHOOLBASE,VETERAN,HIV,TUBERC,SEXTRANSMT,HEPB,HEPC,COVID,ASTHMA,CHRONLWRSP,ACUTERESP,ABNORMBRST,ABNORMCERV,DIABETES,HARTDISEAS,HYPERTENSN,DERMATITIS,DEHYDRATN,EXPOSURE,OBESITY,OTITIS,PERINATAL,NUTRDEFIC,ALCOHOL,SUBSTANCE,TOBACCO,DEPRESSN,ANXIETY,ATTNDEF,MENTLDSORD,FLUVAC,CONTRACPT,EYEEXAM,EMERGSRVCS,ORALEXAMS,ORALSURG,REHAB,FOODINSCUR,HOUSINSCUR,FINCLSTRAN,LACKTRANSP,MOUDOPIOID,LATITUDE,LONGITUDE
"{
  ""coordinates"": [
    -9.153009835999995e+01,
    3.053179050000005e+01
  ],
  ""type"": ""Point""
}",13002,Federally Qualified Health Center (FQHC),H80CS00855,0610680,BPS-H80-017314,Valverda Elementary School,1653 Valverda Rd,Maringouin,LA,70757-5118,225-412-0404,arborfamilyhealth.org,40,2,School,1,Active, ,1164897542,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,11/25/2015,INNIS COMMUNITY HEALTH CENTER INC,6450 LA Highway 1,Batchelor,LA,70715-3212,"Corporate Entity, Federal Tax Exempt",-91.53009836,30.5317905,N,N,22077,Pointe Coupee Parish,Pointe Coupee,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,0610680,H80CS00855,10113,4491,5622,493,1655,0,0,0,0,0,0,50,28,22,50,0,25,0,0,26,0,33,0,4602,4617,0,27,34,214,4655,4869,0,77,81,301,80,48,429,595,9470,48,426,3275,353,136,466,5883,587,5178,1774,0,2571,224,0,2185,235,0,0,42,0,27,443,208,401,0,53,21,1273,447,2027,209,16,0,4669,247,0,0,94,175,1603,1244,1672,683,1148,1255,211,0,1258,2117,409,109,216,130,497,127,53,30.5317905,-91.53009836
"{
  ""coordinates"": [
    -9.019467392999995e+01,
    3.232694987000008e+01
  ],
  ""type"": ""Point""
}",3379,Federally Qualified Health Center (FQHC),H80CS00084,040750,BPS-H80-009605,Jackson-Hinds Comprehensive Health Center at the Jackson Medical Mall,350 W Woodrow Wilson Ave,Jackson,MS,39213-7681,601-709-5130,www.jackson-hinds.com,45,7,All Other Clinic Types,1,Active,251004,1427377266,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/30/2010,CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION INC,3502 W Northside Dr,Jackson,MS,39213-4454,"Corporate Entity, Federal Tax Exempt",-90.19467393,32.32694987,N,N,28049,Hinds County,Hinds,County,04,Region 4,28,Mississippi,2802,2,Mississippi District 02,MS-02,Bennie G. Thompson,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040750,H80CS00084,50003,17448,32555,3399,6228,0,0,0,0,0,0,201,31,189,220,0,18,0,0,0,17,27,218,42542,42760,705,87,792,78,2741,2819,53,172,225,1863,650,647,3160,2958,46398,647,2740,31439,4766,1820,2480,9498,13837,18168,9839,0,8159,136,4955,5088,310,138,0,1616,20,67,525,1642,785,0,560,613,5671,1267,12760,1116,53,0,23581,650,55,251,391,505,3014,1704,1956,181,1529,3702,3478,915,2897,2882,1207,362,3215,8739,951,3246,0,32.32694987,-90.19467393
"{
  ""coordinates"": [
    -9.210614640999997e+01,
    3.249056160000003e+01
  ],
  ""type"": ""Point""
}",6533,Federally Qualified Health Center (FQHC),H80CS00754,068480,BPS-H80-009092,PHSC S D HILL CLINIC,850 S 2nd St,Monroe,LA,71202-2112,318-651-0041, ,40,7,All Other Clinic Types,1,Active,191838,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,07/01/2009,PRIMARY HEALTH SERVICES CENTER,2913 Betin Ave,Monroe,LA,71201-7257,"Corporate Entity, Federal Tax Exempt",-92.10614641,32.4905616,N,N,22073,Ouachita Parish,Ouachita,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,068480,H80CS00754,17960,6866,11094,1147,1213,0,0,0,0,0,0,105,0,98,105,0,0,0,0,0,0,0,56,13633,13689,0,21,26,248,3594,3842,0,155,163,0,51,64,130,339,17557,64,109,13086,2441,759,1125,549,1307,14014,1216,0,1420,0,8690,2442,98,18,0,793,0,53,120,337,192,0,184,151,874,228,3964,152,0,0,8970,258,20,133,81,320,2345,4156,1282,380,1931,1246,1117,0,0,3486,1055,468,184,131,158,240,0,32.4905616,-92.10614641
"{
  ""coordinates"": [
    -9.328027331999994e+01,
    3.234656410000002e+01
  ],
  ""type"": ""Point""
}",14242,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-030867,Bienville Community Health Center,3265 Military Rd,Ringgold,LA,71068-2809,318-894-2341,www.winnchc.org,40,7,All Other Clinic Types,1,Active,191941,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/05/2020,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-93.28027332,32.3465641,N,N,22013,Bienville Parish,Bienville,Parish,06,Region 6,22,Louisiana,2204,4,Louisiana District 04,LA-04,Mike Johnson,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,32.3465641,-93.28027332
"{
  ""coordinates"": [
    -9.136060094999998e+01,
    3.528224641000002e+01
  ],
  ""type"": ""Point""
}",7346,Federally Qualified Health Center (FQHC),H80CS00207,060940,BPS-H80-011455,ARcare - 29,800 Main St,Augusta,AR,72006-2449,870-347-3350,www.arcare.net,40,7,All Other Clinic Types,1,Active,041882,1598023293,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,05/18/2012,ARCARE,117 S 2nd St,Augusta,AR,72006-2309,"Corporate Entity, Federal Tax Exempt",-91.36060095,35.28224641,N,N,05147,Woodruff County,Woodruff,County,06,Region 6,05,Arkansas,0501,1,Arkansas District 01,AR-01,Eric A. “Rick” Crawford,John Boozman,Tom Cotton,08/21/2024,060940,H80CS00207,106184,45583,60601,7031,12205,0,0,0,0,0,0,785,43,742,785,0,872,0,0,558,314,872,129,19550,19679,73,214,287,4379,76561,80940,122,1041,1163,997,561,900,2458,6301,98983,900,1687,1983,575,298,228,103100,11146,46192,16430,0,32416,428,7617,4775,444,612,0,1245,25,925,3572,3329,4122,2434,931,77,10451,4041,24879,2261,292,60,12308,4608,247,800,884,2552,4218,13292,14730,2188,5820,6184,1262,0,0,0,0,0,0,0,0,0,1883,35.28224641,-91.36060095
"{
  ""coordinates"": [
    -8.903594758999996e+01,
    3.178306736000007e+01
  ],
  ""type"": ""Point""
}",3184,Federally Qualified Health Center (FQHC),H80CS00538,040570,BPS-H80-005525,SANDERSVILLE HEALTH CENTER,203 Broad St,Sandersville,MS,39477-4500,601-426-9918,www.lfhc.net,40,7,All Other Clinic Types,1,Active,251899,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,01/12/1992,FAMILY HEALTH CENTER,117 S 11th Ave,Laurel,MS,39440-4312,"Corporate Entity, Federal Tax Exempt",-89.03594759,31.78306736,N,N,28067,Jones County,Jones,County,04,Region 4,28,Mississippi,2803,3,Mississippi District 03,MS-03,Michael Guest,Roger F. Wicker,Cindy Hyde-Smith,08/21/2024,040570,H80CS00538,16925,6939,9986,3358,1198,34,0,0,0,0,0,0,0,31,34,0,0,0,0,0,0,0,0,11165,11178,0,19,24,1625,3889,5514,0,35,37,73,45,0,126,1726,15191,0,1186,14353,304,83,76,2109,5078,6093,2539,0,3215,0,271,0,0,71,0,239,0,21,136,595,144,0,57,88,1106,286,2539,59,0,0,3978,284,88,86,31,0,406,541,220,302,322,1609,609,0,687,220,216,49,21,63,72,116,0,31.78306736,-89.03594759
"{
  ""coordinates"": [
    -9.273019343999994e+01,
    3.114620646000003e+01
  ],
  ""type"": ""Point""
}",14193,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-034864,Oak Hill High School Based Clinic,7362 Highway 112,Elmer,LA,71424-9534,318-648-0375, ,40,2,School,1,Active,191099,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,05/19/2022,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.73019344,31.14620646,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.14620646,-92.73019344
"{
  ""coordinates"": [
    -9.115619187999994e+01,
    3.045025784000006e+01
  ],
  ""type"": ""Point""
}",6456,Federally Qualified Health Center (FQHC),H80CS00504,067570,BPS-H80-037281,CareSouth Medical Mobile Unit,3140 Florida St,Baton Rouge,LA,70806-3757,225-650-2000, ,30,7,All Other Clinic Types,1,Active, ,0,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,09/12/2023,CAPITOL CITY FAMILY HEALTH CENTER INCORPORATED,3140 Florida St,Baton Rouge,LA,70806-3757,"Corporate Entity, Federal Tax Exempt",-91.15619188,30.45025784,N,N,22033,East Baton Rouge Parish,East Baton Rouge,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,067570,H80CS00504,17988,7326,10662,617,2046,0,0,0,0,0,0,92,0,97,104,0,38,0,0,33,18,51,118,12422,12540,0,25,37,156,3463,3619,0,0,0,390,166,1070,1626,719,16199,1070,399,5367,1750,755,1592,8524,3324,10338,2190,0,2136,0,38,1066,33,605,0,302,55,232,126,356,203,0,211,85,1162,365,3212,182,16,0,6931,57,36,69,318,624,2076,2710,3077,1361,2431,739,605,0,1322,2743,1332,723,9,101,4,8,0,30.45025784,-91.15619188
"{
  ""coordinates"": [
    -9.123865667999995e+01,
    3.192252331000003e+01
  ],
  ""type"": ""Point""
}",12825,Federally Qualified Health Center (FQHC),H80CS06450,0622350,BPS-H80-021903,Tensas School-Based Health Center,720 Plank Rd,Saint Joseph,LA,71366-6616,318-766-1967, ,38,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,03/09/2018,TENSAS COMMUNITY HEALTH CENTER,402 Levee Rd,Saint Joseph,LA,71366-6661,"Corporate Entity, Federal Tax Exempt",-91.23865668,31.92252331,N,N,22107,Tensas Parish,Tensas,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,0622350,H80CS06450,4329,1681,2648,95,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,1746,0,0,0,19,2430,2449,0,0,16,39,45,17,101,75,4237,17,56,379,56,35,87,3772,689,1957,458,0,1225,0,0,235,24,0,0,0,0,0,174,56,76,0,31,0,277,137,710,69,0,0,1138,83,0,0,25,24,352,372,637,148,216,112,84,0,548,1372,833,420,0,0,0,0,0,31.92252331,-91.23865668
"{
  ""coordinates"": [
    -9.080965960999997e+01,
    2.979868997000005e+01
  ],
  ""type"": ""Point""
}",16291,Federally Qualified Health Center (FQHC),H80CS28964,06E01206,BPS-H80-034908,Start Community Health Center - Thibodaux,312 E Bayou Rd,Thibodaux,LA,70301-8036,985-446-5244, ,32,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/03/2022,START CORP,420 Magnolia St,Houma,LA,70360-6304,"Corporate Entity, Federal Tax Exempt",-90.80965961,29.79868997,N,N,22057,Lafourche Parish,Lafourche,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,06E01206,H80CS28964,23501,10785,12716,126,2280,0,0,0,0,0,0,86,0,85,89,0,0,0,0,0,0,0,109,9168,9277,29,593,622,382,10890,11272,262,122,384,79,226,1542,1847,870,21089,1542,220,13958,2208,1289,1812,4234,2429,15759,1376,0,3937,58,11990,0,207,35,0,117,18,222,143,411,367,0,98,0,1066,361,2641,168,19,0,4794,0,0,27,469,1445,1507,6594,5506,2307,3130,372,131,0,69,562,259,56,749,2810,4935,934,369,29.79868997,-90.80965961
"{
  ""coordinates"": [
    -9.118977891999997e+01,
    3.064277909000003e+01
  ],
  ""type"": ""Point""
}",7807,Federally Qualified Health Center (FQHC),H80CS00370,063710,BPS-H80-036144,Southeast Community Health Systems - Copper Mill Elementary School,1300 Independence Blvd,Zachary,LA,70791-7361,225-654-1288, ,15,2,School,1,Active, ,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/05/2023,SOUTHEAST COMMUNITY HEALTH SYSTEMS,6351 Main St,Zachary,LA,70791-4038,"Corporate Entity, Federal Tax Exempt",-91.18977892,30.64277909,N,N,22033,East Baton Rouge Parish,East Baton Rouge,Parish,06,Region 6,22,Louisiana,2206,6,Louisiana District 06,LA-06,Garret Graves,Bill Cassidy,John Kennedy,08/21/2024,063710,H80CS00370,9749,3543,6206,245,1141,0,0,0,0,0,0,23,0,27,33,33,0,0,0,31,0,36,34,6505,6539,29,23,52,68,2291,2359,0,52,60,391,208,71,670,567,9111,71,408,707,118,49,42,8833,977,6004,1316,0,1451,133,0,802,93,0,0,136,0,28,214,200,171,0,128,76,1197,214,1936,190,0,0,1424,94,0,27,69,112,285,945,1151,385,720,443,585,0,447,1195,378,155,95,316,201,193,0,30.64277909,-91.18977892
"{
  ""coordinates"": [
    -9.249701609999994e+01,
    3.114844125000007e+01
  ],
  ""type"": ""Point""
}",13466,Federally Qualified Health Center (FQHC),H80CS00867,0613350,BPS-H80-017454,Woodworth Community Health Center,9372 Highway 165 S,Woodworth,LA,71485-9786,504-575-3700, ,40,7,All Other Clinic Types,1,Active,191948,1578929105,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/06/2016,ACCESS HEALTH LOUISIANA,2900 Indiana Ave,Kenner,LA,70065-4605,"Corporate Entity, Federal Tax Exempt",-92.4970161,31.14844125,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,0613350,H80CS00867,56382,23991,32391,2427,3790,0,0,0,0,0,0,643,18,631,649,0,108,0,0,53,56,109,445,16357,16802,87,248,335,5409,21181,26590,165,783,948,6640,1126,3183,10949,12817,40382,3183,10182,22871,6359,2554,2349,22249,11408,30297,4318,0,10354,319,850,15894,882,179,23,492,28,289,863,2673,1171,0,683,199,5111,1564,10189,860,109,19,26486,1286,131,909,700,1515,3148,9074,11864,7657,7814,4338,3543,0,619,960,317,120,683,573,1131,1003,152,31.14844125,-92.4970161
"{
  ""coordinates"": [
    -9.219105399999999e+01,
    3.136727702000008e+01
  ],
  ""type"": ""Point""
}",14219,Federally Qualified Health Center (FQHC),H80CS12857,06E00021,BPS-H80-032622,Buckeye Elementary School Based Clinic,642 Highway 1207,Deville,LA,71328-9574,318-648-0375,www.winnchc.org,40,2,School,1,Active,191081,0,2,Seasonal,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,06/21/2021,WINN COMMUNITY HEALTH CENTER INC,431 W Lafayette St,Winnfield,LA,71483-3463,"Corporate Entity, Federal Tax Exempt",-92.191054,31.36727702,N,N,22079,Rapides Parish,Rapides,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E00021,H80CS12857,34454,14380,20074,2247,2985,0,0,0,0,0,0,180,0,181,183,30,0,0,0,24,17,41,81,13030,13111,54,112,166,673,18504,19177,0,0,0,578,886,312,1776,1412,32730,312,257,15538,1487,773,843,15813,1734,20554,3847,0,8312,1125,1496,12881,84,24,16,255,0,64,1038,981,1280,26,277,25,2462,951,5217,796,105,22,14765,1179,42,236,192,682,1287,3332,4121,2158,2717,3060,799,0,1568,4971,2327,278,239,211,7320,477,187,31.36727702,-92.191054
"{
  ""coordinates"": [
    -9.263860127999999e+01,
    3.251960070000007e+01
  ],
  ""type"": ""Point""
}",16320,Federally Qualified Health Center (FQHC) Look-Alike,LALCS31662,06E01298,BPS-LAL-034116,Mercy Dental,900 S Vienna St,Ruston,LA,71270-5830,318-251-0334, ,32,7,All Other Clinic Types,1,Active, ,0,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,01/12/2022,MERCY MEDICAL HEALTH CENTER,244 Bond Street,JONESBORO,LA,71251, ,-92.63860128,32.5196007,N,N,22061,Lincoln Parish,Lincoln,Parish,06,Region 6,22,Louisiana,2205,5,Louisiana District 05,LA-05,Julia Letlow,Bill Cassidy,John Kennedy,08/21/2024,06E01298,LALCS31662,8047,3132,4915,473,1240,0,0,0,0,0,0,20,0,25,25,0,0,0,0,0,0,0,0,2158,2166,0,0,0,88,5515,5603,0,54,58,27,130,30,187,129,7888,30,42,3136,624,381,843,3063,413,2447,931,0,4256,16,0,0,172,0,0,22,0,0,620,113,468,0,79,0,830,297,1925,179,407,0,634,362,0,46,27,43,171,256,990,419,352,237,213,0,388,1695,474,71,1,0,3,1,0,32.5196007,-92.63860128
